Index,SMILES,Valid,MW,Rings,Oxygen,Nitrogen,Hydroxyl,Chiral,Glycosidic,Steroid_Skeleton,O/C_Ratio,Score,Classification,Description,Reasons,Error
135,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H]...,True,980.1,2.0,22.0,3.0,16.0,18.0,4.0,No,0.524,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 980.1 > 800 (+30); Very high oxygen: 22 ≥ 12 (+20); Many hydroxyls: 16 ≥ 5 (+15),
136,O=C(c1c([H])c([H])n(c([H])c1[H])C([H])([H])C([H])(...,False,,,,,,,,,,,,,,Invalid SMILES
137,O=C(c1c([H])c([H])n(c([H])c1[H])C([H])([H])C([H])(...,False,,,,,,,,,,,,,,Invalid SMILES
138,O=C(N([H])c1c([H])c([H])n(c([H])c1[H])C([H])([H])C...,False,,,,,,,,,,,,,,Invalid SMILES
139,O=C(N([H])c1c([H])c([H])n(c([H])c1[H])C([H])([H])C...,False,,,,,,,,,,,,,,Invalid SMILES
140,O=C(N([H])c1c([H])c([H])n(c([H])c1[H])C([H])([H])C...,False,,,,,,,,,,,,,,Invalid SMILES
141,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C...,False,,,,,,,,,,,,,,Invalid SMILES
142,[H]c2n(c([H])c([H])c([S]C([H])([H])C([H])([H])C([H...,False,,,,,,,,,,,,,,Invalid SMILES
143,O=[S](=O)(O)OC([H])([H])C([H])([H])C([H])([H])C([H...,True,294.5,0.0,4.0,0.0,1.0,0.0,0.0,No,0.286,10.0,NOT_SAPONIN,Definitely not a saponin,Very low MW: 294.5 < 400 (no points); High O/C ratio: 0.286 (+10),
144,O=[S](=O)(O)OC([H])([H])C([H])([H])C([H])([H])C([H...,True,322.5,0.0,4.0,0.0,1.0,0.0,0.0,No,0.250,10.0,NOT_SAPONIN,Definitely not a saponin,Very low MW: 322.5 < 400 (no points); High O/C ratio: 0.250 (+10),
145,O=[S](=O)(O)OC([H])([H])C([H])([H])C([H])([H])C([H...,True,350.6,0.0,4.0,0.0,1.0,0.0,0.0,No,0.222,10.0,NOT_SAPONIN,Definitely not a saponin,Very low MW: 350.6 < 400 (no points); High O/C ratio: 0.222 (+10),
146,O=C(N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,True,755.0,2.0,8.0,6.0,3.0,4.0,0.0,No,0.200,25.0,UNLIKELY_SAPONIN,Probably not a saponin,Medium MW: 755.0 > 600 (+20); High oxygen: 8 ≥ 8 (+15); Sufficient hydroxyls: 3 ≥ 3 (+10),
147,[H]C1([H])N(C([H])([H])C([H])([H])N([H])C1([H])[H]...,True,254.5,1.0,0.0,2.0,0.0,0.0,0.0,No,0.000,-20.0,NOT_SAPONIN,Definitely not a saponin,Very low MW: 254.5 < 400 (no points); Contains nitrogen: 2 atoms (-20),
148,O=C(O[C@]1([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]...,True,863.0,2.0,17.0,0.0,5.0,10.0,4.0,No,0.395,105.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 863.0 > 800 (+30); Very high oxygen: 17 ≥ 12 (+20); Many hydroxyls: 5 ≥ 5 (+15),
149,O=C1N(C(=O)N(C1([H])[H])C([H])([H])[C@@]([H])(N([H...,True,452.7,1.0,3.0,4.0,0.0,1.0,0.0,No,0.120,-20.0,NOT_SAPONIN,Definitely not a saponin,Low MW: 452.7 > 400 (+10); Contains nitrogen: 4 atoms (-30),
150,O=C1N(C(=O)N(C1([H])[H])C([H])([H])[C@@]([H])(N([H...,True,452.7,1.0,3.0,4.0,0.0,1.0,0.0,No,0.120,-20.0,NOT_SAPONIN,Definitely not a saponin,Low MW: 452.7 > 400 (+10); Contains nitrogen: 4 atoms (-30),
151,O=C1N(C(=O)N(C1([H])[H])C([H])([H])[C@@]([H])(N([H...,True,507.1,2.0,3.0,4.0,0.0,1.0,0.0,No,0.111,-20.0,NOT_SAPONIN,Definitely not a saponin,Low MW: 507.1 > 400 (+10); Contains nitrogen: 4 atoms (-30),
152,O=C(N([H])c1c([H])c([H])c(c([H])c1[H])C([H])([H])C...,True,706.8,4.0,11.0,6.0,4.0,10.0,2.0,No,0.333,80.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 706.8 > 600 (+20); Sufficient rings: 4 ≥ 4 (+15); High oxygen: 11 ≥ 8 (+15),
153,O=c1n([H])c(=O)n(c([H])c1[H])[C@]4([H])O[C@]([H])(...,True,830.9,4.0,16.0,4.0,8.0,15.0,4.0,No,0.421,100.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 830.9 > 800 (+30); Sufficient rings: 4 ≥ 4 (+15); Very high oxygen: 16 ≥ 12 (+20),
154,O=c1c3c(oc2c1c(c(OC([H])([H])[H])c(O[H])c2[H])C([H...,True,410.5,3.0,6.0,0.0,3.0,0.0,0.0,No,0.250,45.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),Low MW: 410.5 > 400 (+10); Few rings: 3 (only +5); Moderate oxygen: 6 ≥ 5 (+10),
155,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,True,612.8,3.0,8.0,2.0,3.0,2.0,0.0,No,0.235,40.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),Medium MW: 612.8 > 600 (+20); Few rings: 3 (only +5); High oxygen: 8 ≥ 8 (+15),
156,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,True,668.9,3.0,8.0,2.0,3.0,2.0,0.0,No,0.211,40.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),Medium MW: 668.9 > 600 (+20); Few rings: 3 (only +5); High oxygen: 8 ≥ 8 (+15),
157,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,True,696.9,3.0,8.0,2.0,3.0,2.0,0.0,No,0.200,40.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),Medium MW: 696.9 > 600 (+20); Few rings: 3 (only +5); High oxygen: 8 ≥ 8 (+15),
158,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,True,640.8,3.0,8.0,2.0,3.0,2.0,0.0,No,0.222,40.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),Medium MW: 640.8 > 600 (+20); Few rings: 3 (only +5); High oxygen: 8 ≥ 8 (+15),
159,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,True,764.9,3.0,14.0,2.0,9.0,2.0,0.0,No,0.368,50.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),Medium MW: 764.9 > 600 (+20); Few rings: 3 (only +5); Very high oxygen: 14 ≥ 12 (+20),
160,O=C4O[C@@]([H])(C([H])([H])C([H])=C([H])C([H])=C([...,True,665.7,4.0,13.0,1.0,6.0,14.0,3.0,No,0.394,110.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 665.7 > 600 (+20); Sufficient rings: 4 ≥ 4 (+15); Very high oxygen: 13 ≥ 12 (+20),
161,O=c1c5c(oc3c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,True,664.8,5.0,8.0,2.0,3.0,2.0,0.0,No,0.211,65.0,LIKELY_SAPONIN,Probably a saponin,Medium MW: 664.8 > 600 (+20); Many rings: 5 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
162,O=c1c5c(oc3c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,True,692.9,5.0,8.0,2.0,3.0,2.0,0.0,No,0.200,65.0,LIKELY_SAPONIN,Probably a saponin,Medium MW: 692.9 > 600 (+20); Many rings: 5 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
163,O=c1c5c(oc3c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,True,694.9,5.0,8.0,4.0,3.0,2.0,0.0,No,0.211,55.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),Medium MW: 694.9 > 600 (+20); Many rings: 5 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
164,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,True,556.7,3.0,8.0,2.0,3.0,2.0,0.0,No,0.267,30.0,UNLIKELY_SAPONIN,Probably not a saponin,Low MW: 556.7 > 400 (+10); Few rings: 3 (only +5); High oxygen: 8 ≥ 8 (+15),
165,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H...,True,642.8,3.0,8.0,4.0,3.0,2.0,0.0,No,0.235,30.0,UNLIKELY_SAPONIN,Probably not a saponin,Medium MW: 642.8 > 600 (+20); Few rings: 3 (only +5); High oxygen: 8 ≥ 8 (+15),
166,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,True,1871.5,11.0,23.0,5.0,14.0,39.0,3.0,Yes,0.219,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1871.5 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
167,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,True,1885.6,11.0,23.0,5.0,14.0,39.0,3.0,Yes,0.217,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1885.6 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
168,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,True,1913.6,11.0,23.0,5.0,14.0,39.0,3.0,Yes,0.213,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1913.6 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
169,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,True,1941.7,11.0,23.0,5.0,14.0,39.0,3.0,Yes,0.209,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1941.7 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
170,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,True,1917.6,11.0,25.0,5.0,16.0,41.0,3.0,Yes,0.236,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1917.6 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 25 ≥ 12 (+20),
171,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,True,1973.7,11.0,25.0,5.0,16.0,41.0,3.0,Yes,0.227,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1973.7 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 25 ≥ 12 (+20),
172,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,True,924.1,3.0,17.0,1.0,11.0,19.0,3.0,No,0.362,100.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 924.1 > 800 (+30); Few rings: 3 (only +5); Very high oxygen: 17 ≥ 12 (+20),
173,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,True,1871.5,11.0,23.0,5.0,14.0,39.0,3.0,Yes,0.219,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1871.5 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
174,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,True,1885.6,11.0,23.0,5.0,14.0,39.0,3.0,Yes,0.217,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1885.6 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
175,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,True,1913.6,11.0,23.0,5.0,14.0,39.0,3.0,Yes,0.213,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1913.6 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
176,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,True,1941.7,11.0,23.0,5.0,14.0,39.0,3.0,Yes,0.209,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1941.7 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
177,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,True,1917.6,11.0,25.0,5.0,16.0,41.0,3.0,Yes,0.236,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1917.6 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 25 ≥ 12 (+20),
178,[H]C1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])...,True,468.7,4.0,6.0,0.0,6.0,13.0,0.0,Yes,0.222,100.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Low MW: 468.7 > 400 (+10); Sufficient rings: 4 ≥ 4 (+15); Moderate oxygen: 6 ≥ 5 (+10),
179,[H]C1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])...,True,484.7,4.0,7.0,0.0,7.0,13.0,0.0,Yes,0.259,100.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Low MW: 484.7 > 400 (+10); Sufficient rings: 4 ≥ 4 (+15); Moderate oxygen: 7 ≥ 5 (+10),
180,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([...,True,638.8,5.0,10.0,0.0,6.0,17.0,2.0,No,0.286,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 638.8 > 600 (+20); Many rings: 5 ≥ 5 (+20); High oxygen: 10 ≥ 8 (+15),
181,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([...,True,624.8,5.0,10.0,0.0,6.0,16.0,2.0,No,0.294,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 624.8 > 600 (+20); Many rings: 5 ≥ 5 (+20); High oxygen: 10 ≥ 8 (+15),
182,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([...,True,761.0,6.0,14.0,0.0,8.0,21.0,4.0,Yes,0.359,140.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 761.0 > 600 (+20); Many rings: 6 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
183,[H]C2([H])c1c(c(c(c(n1C([H])([H])C2([H])[H])C([H])...,False,,,,,,,,,,,,,,Invalid SMILES
184,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C...,True,766.2,0.0,4.0,7.0,0.0,2.0,0.0,No,0.093,-10.0,NOT_SAPONIN,Definitely not a saponin,Medium MW: 766.2 > 600 (+20); Contains nitrogen: 7 atoms (-30),
185,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,True,737.2,0.0,4.0,6.0,0.0,2.0,0.0,No,0.095,-10.0,NOT_SAPONIN,Definitely not a saponin,Medium MW: 737.2 > 600 (+20); Contains nitrogen: 6 atoms (-30),
186,[H]c1c(c([H])c2c(c1[H])C([H])([H])C([H])([H])[C@]2...,True,279.4,3.0,0.0,1.0,0.0,1.0,0.0,No,0.000,-5.0,NOT_SAPONIN,Definitely not a saponin,Very low MW: 279.4 < 400 (no points); Few rings: 3 (only +5); Contains nitrogen: 1 atoms (-10),
187,[H]c1c(c([H])c2c(c1[H])C([H])([H])C([H])([H])[C@]2...,True,279.4,3.0,0.0,1.0,0.0,1.0,0.0,No,0.000,-5.0,NOT_SAPONIN,Definitely not a saponin,Very low MW: 279.4 < 400 (no points); Few rings: 3 (only +5); Contains nitrogen: 1 atoms (-10),
188,[H]c1c(c([H])c2c(c1[H])C([H])([H])C([H])([H])C2(C(...,True,369.6,4.0,0.0,1.0,0.0,0.0,0.0,No,0.000,15.0,NOT_SAPONIN,Definitely not a saponin,Very low MW: 369.6 < 400 (no points); Sufficient rings: 4 ≥ 4 (+15); Has fused rings (+10),
189,[H]c1c([H])c([H])c([H])c([H])c1/C(=C(/c2c([H])c([H...,True,371.5,3.0,1.0,1.0,0.0,0.0,0.0,No,0.038,-5.0,NOT_SAPONIN,Definitely not a saponin,Very low MW: 371.5 < 400 (no points); Few rings: 3 (only +5); Contains nitrogen: 1 atoms (-10),
190,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1087.3,7.0,10.0,12.0,2.0,8.0,0.0,No,0.175,70.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1087.3 > 800 (+30); Many rings: 7 ≥ 5 (+20); High oxygen: 10 ≥ 8 (+15),
191,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1110.3,8.0,10.0,13.0,2.0,9.0,0.0,No,0.172,70.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1110.3 > 800 (+30); Many rings: 8 ≥ 5 (+20); High oxygen: 10 ≥ 8 (+15),
192,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1169.4,7.0,9.0,14.0,0.0,8.0,0.0,No,0.145,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1169.4 > 800 (+30); Many rings: 7 ≥ 5 (+20); High oxygen: 9 ≥ 8 (+15),
193,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1128.4,7.0,9.0,13.0,1.0,8.0,0.0,No,0.150,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1128.4 > 800 (+30); Many rings: 7 ≥ 5 (+20); High oxygen: 9 ≥ 8 (+15),
194,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1137.4,8.0,9.0,14.0,1.0,8.0,0.0,No,0.150,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1137.4 > 800 (+30); Many rings: 8 ≥ 5 (+20); High oxygen: 9 ≥ 8 (+15),
195,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,True,1137.4,8.0,9.0,14.0,1.0,8.0,0.0,No,0.150,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1137.4 > 800 (+30); Many rings: 8 ≥ 5 (+20); High oxygen: 9 ≥ 8 (+15),
196,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1146.3,9.0,9.0,15.0,1.0,8.0,0.0,No,0.150,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1146.3 > 800 (+30); Many rings: 9 ≥ 5 (+20); High oxygen: 9 ≥ 8 (+15),
197,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1169.5,7.0,8.0,14.0,0.0,8.0,0.0,No,0.127,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1169.5 > 800 (+30); Many rings: 7 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
198,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1187.4,9.0,8.0,16.0,0.0,8.0,0.0,No,0.127,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1187.4 > 800 (+30); Many rings: 9 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
199,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1178.5,8.0,8.0,15.0,0.0,8.0,0.0,No,0.127,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1178.5 > 800 (+30); Many rings: 8 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
200,O=C(N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1187.5,6.0,9.0,14.0,1.0,8.0,0.0,No,0.143,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1187.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); High oxygen: 9 ≥ 8 (+15),
201,O=C(N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1186.5,6.0,8.0,15.0,0.0,8.0,0.0,No,0.127,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1186.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
202,O=C(N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,1228.6,6.0,9.0,15.0,0.0,8.0,0.0,No,0.138,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1228.6 > 800 (+30); Many rings: 6 ≥ 5 (+20); High oxygen: 9 ≥ 8 (+15),
203,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,855.1,5.0,6.0,10.0,0.0,6.0,0.0,No,0.130,50.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),High MW: 855.1 > 800 (+30); Many rings: 5 ≥ 5 (+20); Moderate oxygen: 6 ≥ 5 (+10),
204,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,864.1,6.0,6.0,11.0,0.0,6.0,0.0,No,0.130,50.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),High MW: 864.1 > 800 (+30); Many rings: 6 ≥ 5 (+20); Moderate oxygen: 6 ≥ 5 (+10),
205,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([...,True,814.0,5.0,7.0,9.0,1.0,6.0,0.0,No,0.163,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 814.0 > 800 (+30); Many rings: 5 ≥ 5 (+20); Moderate oxygen: 7 ≥ 5 (+10),
206,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C...,True,588.0,4.0,2.0,3.0,0.0,9.0,0.0,Yes,0.054,35.0,UNLIKELY_SAPONIN,Probably not a saponin,Low MW: 588.0 > 400 (+10); Sufficient rings: 4 ≥ 4 (+15); Has steroid/triterpene skeleton (+25),
207,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C...,True,645.1,4.0,2.0,4.0,0.0,9.0,0.0,Yes,0.050,45.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),Medium MW: 645.1 > 600 (+20); Sufficient rings: 4 ≥ 4 (+15); Has steroid/triterpene skeleton (+25),
208,O=C(O[C@]1([H])C([H])([H])C([H])([H])[C@]2([C@@]([...,True,545.9,4.0,3.0,3.0,0.0,9.0,0.0,Yes,0.091,35.0,UNLIKELY_SAPONIN,Probably not a saponin,Low MW: 545.9 > 400 (+10); Sufficient rings: 4 ≥ 4 (+15); Has steroid/triterpene skeleton (+25),
209,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C...,True,545.9,4.0,2.0,3.0,0.0,9.0,0.0,Yes,0.059,35.0,UNLIKELY_SAPONIN,Probably not a saponin,Low MW: 545.9 > 400 (+10); Sufficient rings: 4 ≥ 4 (+15); Has steroid/triterpene skeleton (+25),
210,O=C1N([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)N...,True,974.3,5.0,6.0,11.0,0.0,3.0,0.0,No,0.111,40.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),High MW: 974.3 > 800 (+30); Many rings: 5 ≥ 5 (+20); Moderate oxygen: 6 ≥ 5 (+10),
211,O=C1N([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)N...,True,1012.4,5.0,6.0,13.0,0.0,3.0,0.0,No,0.111,40.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),High MW: 1012.4 > 800 (+30); Many rings: 5 ≥ 5 (+20); Moderate oxygen: 6 ≥ 5 (+10),
212,O=C1N([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)N...,True,1063.4,6.0,6.0,12.0,0.0,3.0,0.0,No,0.102,40.0,POSSIBLE_SAPONIN,Could be a saponin (needs verification),High MW: 1063.4 > 800 (+30); Many rings: 6 ≥ 5 (+20); Moderate oxygen: 6 ≥ 5 (+10),
213,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,True,1301.6,7.0,10.0,14.0,0.0,8.0,0.0,No,0.141,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1301.6 > 800 (+30); Many rings: 7 ≥ 5 (+20); High oxygen: 10 ≥ 8 (+15),
214,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,True,1357.7,7.0,10.0,14.0,0.0,8.0,0.0,No,0.133,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1357.7 > 800 (+30); Many rings: 7 ≥ 5 (+20); High oxygen: 10 ≥ 8 (+15),
215,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,True,1385.8,7.0,10.0,14.0,0.0,8.0,0.0,No,0.130,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1385.8 > 800 (+30); Many rings: 7 ≥ 5 (+20); High oxygen: 10 ≥ 8 (+15),
216,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,True,1413.8,7.0,10.0,14.0,0.0,8.0,0.0,No,0.127,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1413.8 > 800 (+30); Many rings: 7 ≥ 5 (+20); High oxygen: 10 ≥ 8 (+15),
217,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H...,True,1329.7,7.0,10.0,14.0,0.0,8.0,0.0,No,0.137,60.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1329.7 > 800 (+30); Many rings: 7 ≥ 5 (+20); High oxygen: 10 ≥ 8 (+15),
218,O=C2N([H])[C@]([H])(C(=O)N1C([H])([H])C([H])([H])C...,True,994.3,4.0,9.0,11.0,0.0,9.0,0.0,No,0.176,65.0,LIKELY_SAPONIN,Probably a saponin,High MW: 994.3 > 800 (+30); Sufficient rings: 4 ≥ 4 (+15); High oxygen: 9 ≥ 8 (+15),
219,O=C2N([H])C(C(=O)N1C([H])([H])C([H])([H])C([H])([H...,True,1137.4,5.0,10.0,12.0,0.0,8.0,0.0,No,0.167,70.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1137.4 > 800 (+30); Many rings: 5 ≥ 5 (+20); High oxygen: 10 ≥ 8 (+15),
220,O=C2N([H])C(C(=O)N1C([H])([H])C([H])([H])C([H])([H...,True,1138.4,5.0,10.0,13.0,0.0,8.0,0.0,No,0.169,70.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1138.4 > 800 (+30); Many rings: 5 ≥ 5 (+20); High oxygen: 10 ≥ 8 (+15),
221,O=C2N([H])[C@]([H])(C(=O)N1C([H])([H])C([H])([H])C...,True,1010.3,4.0,10.0,11.0,1.0,9.0,0.0,No,0.196,65.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1010.3 > 800 (+30); Sufficient rings: 4 ≥ 4 (+15); High oxygen: 10 ≥ 8 (+15),
222,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,True,1228.4,6.0,13.0,13.0,1.0,10.0,0.0,No,0.206,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1228.4 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
223,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,True,1227.4,6.0,13.0,12.0,1.0,10.0,0.0,No,0.203,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1227.4 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
