Index,SMILES,Valid,MW,Rings,Oxygen,Nitrogen,Hydroxyl,Chiral,Glycosidic,Steroid_Skeleton,O/C_Ratio,Score,Classification,Description,Reasons,Error
306,O=C1O[C@]([C@]7([H])[C@]16[C@](/C5=C(\[H])C([H])([...,True,791.0,7.0,13.0,0.0,5.0,18.0,4.0,No,0.302,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 791.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
307,O=C1O[C@]([C@]7([H])[C@]16[C@](/C5=C(\[H])C([H])([...,True,871.1,7.0,16.0,0.0,5.0,18.0,4.0,No,0.372,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 871.1 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
308,O=C1O[C@]([C@]9([H])[C@]18[C@](/C7=C(\[H])C([H])([...,True,1099.3,9.0,22.0,0.0,9.0,27.0,8.0,No,0.400,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1099.3 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 22 ≥ 12 (+20),
309,O=C1O[C@]([C@]9([H])[C@]18[C@](/C7=C(\[H])C([H])([...,True,1179.3,9.0,25.0,0.0,9.0,27.0,8.0,No,0.455,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1179.3 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 25 ≥ 12 (+20),
310,O=C1O[C@]([C@]9([H])[C@]18[C@](/C7=C(\[H])C([H])([...,True,1101.3,9.0,22.0,0.0,9.0,27.0,8.0,No,0.400,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1101.3 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 22 ≥ 12 (+20),
311,O=C1O[C@]([C@]9([H])[C@]18[C@](/C7=C(\[H])C([H])([...,True,1181.4,9.0,25.0,0.0,9.0,27.0,8.0,No,0.455,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1181.4 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 25 ≥ 12 (+20),
312,O=C1O[C@]([C@]%10([H])[C@]19[C@](/C8=C(\[H])C([H])...,True,1233.4,10.0,26.0,0.0,11.0,31.0,10.0,No,0.433,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1233.4 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 26 ≥ 12 (+20),
313,O=C1O[C@]([C@]%10([H])[C@]19[C@](/C8=C(\[H])C([H])...,True,1313.5,10.0,29.0,0.0,11.0,31.0,10.0,No,0.483,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1313.5 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 29 ≥ 12 (+20),
314,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C...,True,1283.4,10.0,29.0,0.0,13.0,31.0,10.0,No,0.500,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1283.4 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 29 ≥ 12 (+20),
315,O=C8O[C@]([C@@]7([H])C(=O)C([H])([H])[C@]6(/C5=C(\...,True,959.1,8.0,19.0,0.0,7.0,21.0,6.0,No,0.413,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 959.1 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 19 ≥ 12 (+20),
316,O=C8O[C@@]9([H])C([H])([H])[C@]7(/C6=C(\[H])C([H])...,True,1051.2,9.0,23.0,0.0,9.0,26.0,8.0,No,0.479,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1051.2 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
317,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C...,True,1297.4,10.0,29.0,0.0,12.0,31.0,10.0,No,0.492,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1297.4 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 29 ≥ 12 (+20),
318,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C...,True,1377.5,10.0,32.0,0.0,12.0,31.0,10.0,No,0.542,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1377.5 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 32 ≥ 12 (+20),
319,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C...,True,1377.5,10.0,32.0,0.0,12.0,31.0,10.0,No,0.542,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1377.5 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 32 ≥ 12 (+20),
320,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C...,True,1457.6,10.0,35.0,0.0,12.0,31.0,10.0,No,0.593,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1457.6 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 35 ≥ 12 (+20),
321,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C...,True,1217.4,10.0,26.0,0.0,12.0,31.0,10.0,No,0.441,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1217.4 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 26 ≥ 12 (+20),
322,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C...,True,1203.3,10.0,26.0,0.0,13.0,31.0,10.0,No,0.448,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1203.3 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 26 ≥ 12 (+20),
323,O=C1O[C@]([C@]%10([H])[C@]19[C@](/C8=C(\[H])C([H])...,True,1443.6,10.0,34.0,0.0,12.0,31.0,10.0,No,0.576,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1443.6 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 34 ≥ 12 (+20),
324,O=C1O[C@]([C@]%10([H])[C@]19[C@](/C8=C(\[H])C([H])...,True,1203.4,10.0,25.0,0.0,12.0,31.0,10.0,No,0.424,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1203.4 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 25 ≥ 12 (+20),
325,O=C1O[C@]([C@]9(O[H])[C@]12[C@]([C@@]8([H])C(=C([H...,True,1199.3,10.0,27.0,0.0,12.0,29.0,8.0,No,0.500,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1199.3 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 27 ≥ 12 (+20),
326,O=C1O[C@]([C@]7(O[H])[C@]12[C@]([C@@]6([H])C(=C([H...,True,861.0,8.0,17.0,0.0,7.0,19.0,4.0,No,0.415,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 861.0 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
327,O=C1O[C@]([C@]9(O[H])[C@]12[C@]([C@@]8([H])C(=C([H...,True,1243.4,9.0,28.0,0.0,12.0,28.0,8.0,No,0.500,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1243.4 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 28 ≥ 12 (+20),
328,O=C1O[C@]([C@]7(O[H])[C@@]16C(=O)C([H])=C5[C@@]4([...,True,845.0,7.0,16.0,0.0,6.0,17.0,4.0,No,0.390,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 845.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
329,O=C3O[C@]([C@]2([H])C(=O)C([H])([H])[C@]1([C@@]%11...,True,1393.5,11.0,31.0,0.0,14.0,36.0,12.0,No,0.470,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1393.5 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 31 ≥ 12 (+20),
330,[H][C@]78/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C...,True,1139.3,8.0,22.0,0.0,11.0,26.0,6.0,No,0.379,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1139.3 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 22 ≥ 12 (+20),
331,O=C6[C@]([H])(O[C@]5([H])O[C@@]([H])([C@]([H])(O[H...,True,1257.3,11.0,30.0,0.0,17.0,38.0,12.0,Yes,0.526,150.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1257.3 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 30 ≥ 12 (+20),
332,[H][C@]58/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C...,True,909.1,8.0,17.0,0.0,9.0,22.0,6.0,No,0.362,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 909.1 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
333,[H][C@]59/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C...,True,1041.2,9.0,21.0,0.0,11.0,25.0,8.0,No,0.404,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1041.2 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 21 ≥ 12 (+20),
334,[H][C@]5%10/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2(...,True,1173.3,10.0,25.0,0.0,13.0,28.0,10.0,No,0.439,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1173.3 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 25 ≥ 12 (+20),
335,[H][C@]59/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C...,True,1041.2,9.0,21.0,0.0,11.0,26.0,8.0,No,0.404,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1041.2 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 21 ≥ 12 (+20),
336,O=C(O[C@]1([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H...,True,1757.9,12.0,40.0,0.0,23.0,46.0,14.0,No,0.488,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1757.9 > 800 (+30); Many rings: 12 ≥ 5 (+20); Very high oxygen: 40 ≥ 12 (+20),
337,O=C(O[H])[C@@]%11([H])O[C@@]([H])(O[C@]1([H])C([C@...,True,1251.4,11.0,27.0,0.0,15.0,35.0,10.0,No,0.450,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1251.4 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 27 ≥ 12 (+20),
338,O=C(O[H])[C@@]%10([H])O[C@@]([H])(O[C@]1([H])C([C@...,True,1105.3,10.0,23.0,0.0,13.0,30.0,8.0,No,0.426,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1105.3 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
339,O=C(O[C@@]%12([H])C([H])([H])[C@]%11(C(=O)O[C@]1([...,True,1692.8,13.0,38.0,1.0,20.0,43.0,14.0,No,0.481,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1692.8 > 800 (+30); Many rings: 13 ≥ 5 (+20); Very high oxygen: 38 ≥ 12 (+20),
340,O=C(O[C@@]%13([H])C([H])([H])[C@]%12(C(=O)O[C@]1([...,True,1813.9,14.0,43.0,0.0,24.0,48.0,16.0,No,0.518,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1813.9 > 800 (+30); Many rings: 14 ≥ 5 (+20); Very high oxygen: 43 ≥ 12 (+20),
341,O=C(O[C@@]%12([H])C([H])([H])[C@]%11(C(=O)O[C@]1([...,True,2213.4,14.0,49.0,1.0,25.0,55.0,18.0,No,0.471,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 2213.4 > 800 (+30); Many rings: 14 ≥ 5 (+20); Very high oxygen: 49 ≥ 12 (+20),
342,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,True,751.0,7.0,12.0,0.0,7.0,18.0,4.0,No,0.293,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 751.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
343,O=C(O[H])[C@@]56C([H])([H])C([H])([H])[C@@]4(/C(=C...,True,604.8,6.0,8.0,0.0,5.0,13.0,2.0,No,0.229,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 604.8 > 600 (+20); Many rings: 6 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
344,O=C(O[H])[C@@]78C([H])([H])C([H])([H])[C@@]6(/C(=C...,True,913.1,8.0,17.0,0.0,10.0,23.0,6.0,No,0.362,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 913.1 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
345,O=C6[C@]7([H])[C@]([C@@]5(C([H])([H])C([H])([H])[C...,True,929.1,8.0,18.0,0.0,10.0,24.0,6.0,No,0.383,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 929.1 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 18 ≥ 12 (+20),
346,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,855.0,9.0,16.0,0.0,8.0,25.0,8.0,No,0.364,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 855.0 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
347,[H]C6([H])[C@]([H])(O[C@]3([H])O[C@@]([H])([C@@]([...,True,1015.2,10.0,20.0,0.0,10.0,31.0,10.0,No,0.392,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1015.2 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 20 ≥ 12 (+20),
348,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,871.0,9.0,17.0,0.0,9.0,25.0,8.0,No,0.386,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 871.0 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
349,[H]C4([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([...,True,738.9,8.0,13.0,0.0,7.0,21.0,6.0,No,0.333,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 738.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
350,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,885.1,9.0,17.0,0.0,9.0,26.0,8.0,No,0.378,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 885.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
351,[H]C6([H])[C@]([H])(O[C@]3([H])O[C@@]([H])([C@@]([...,True,1031.2,10.0,21.0,0.0,11.0,31.0,10.0,No,0.412,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1031.2 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 21 ≥ 12 (+20),
352,[H]C4([H])[C@]([H])(O[C@@]1([H])O[C@@]([H])([C@@](...,True,738.9,8.0,13.0,0.0,7.0,21.0,6.0,No,0.333,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 738.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
353,[H]C4([H])[C@]([H])(O[C@@]1([H])O[C@@]([H])([C@@](...,True,708.9,8.0,12.0,0.0,6.0,20.0,6.0,No,0.316,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 708.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
354,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,738.9,8.0,13.0,0.0,7.0,21.0,6.0,No,0.333,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 738.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
355,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,708.9,8.0,12.0,0.0,6.0,20.0,6.0,No,0.316,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 708.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
356,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,738.9,8.0,13.0,0.0,7.0,21.0,6.0,No,0.333,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 738.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
357,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,738.9,8.0,13.0,0.0,7.0,21.0,6.0,No,0.333,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 738.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
358,[H]C4([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([...,True,738.9,8.0,13.0,0.0,7.0,21.0,6.0,No,0.333,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 738.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
359,[H]C4([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([...,True,738.9,8.0,13.0,0.0,7.0,21.0,6.0,No,0.333,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 738.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
360,[H]C4([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([...,True,708.9,8.0,12.0,0.0,6.0,20.0,6.0,No,0.316,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 708.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
361,[H]C4([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([...,True,708.9,8.0,12.0,0.0,6.0,20.0,6.0,No,0.316,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 708.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
362,[H]C4([H])[C@]([H])(O[C@@]1([H])O[C@@]([H])([C@@](...,True,708.9,8.0,12.0,0.0,6.0,20.0,6.0,No,0.316,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 708.9 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
363,O=C5C([H])=C6[C@@]([C@@]4(C([H])([H])C([H])([H])[C...,True,809.0,7.0,14.0,0.0,7.0,19.0,4.0,No,0.326,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 809.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
364,O=C5C([H])=C6[C@@]([C@@]4(C([H])([H])C([H])([H])[C...,True,779.0,7.0,13.0,0.0,6.0,18.0,4.0,No,0.310,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 779.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
365,O=C5C([H])=C6[C@@]([C@@]4(C([H])([H])C([H])([H])[C...,True,809.0,7.0,14.0,0.0,7.0,19.0,4.0,No,0.326,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 809.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
366,O=C5C([H])=C6[C@]([C@@]4(C([H])([H])C([H])([H])[C@...,True,809.0,7.0,14.0,0.0,7.0,19.0,4.0,No,0.326,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 809.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
367,O=C5C([H])=C6[C@]([C@@]4(C([H])([H])C([H])([H])[C@...,True,809.0,7.0,14.0,0.0,7.0,19.0,4.0,No,0.326,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 809.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
368,O=C5C([H])=C6[C@]([C@@]4(C([H])([H])C([H])([H])[C@...,True,809.0,7.0,14.0,0.0,7.0,19.0,4.0,No,0.326,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 809.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
369,O=C5C([H])=C6[C@@]([C@@]4(C([H])([H])C([H])([H])[C...,True,809.0,7.0,14.0,0.0,7.0,19.0,4.0,No,0.326,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 809.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
370,O=C5C([H])=C6[C@]([C@@]4(C([H])([H])C([H])([H])[C@...,True,779.0,7.0,13.0,0.0,6.0,18.0,4.0,No,0.310,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 779.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
371,O=C5C([H])=C6[C@]([C@@]4(C([H])([H])C([H])([H])[C@...,True,779.0,7.0,13.0,0.0,6.0,18.0,4.0,No,0.310,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 779.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
372,O=C(O[C@@]%12([H])C([H])([H])[C@]%11(C(=O)O[C@]1([...,True,2500.7,15.0,56.0,0.0,29.0,61.0,20.0,No,0.475,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 2500.7 > 800 (+30); Many rings: 15 ≥ 5 (+20); Very high oxygen: 56 ≥ 12 (+20),
373,O=C(O[C@@]%13([H])C([H])([H])[C@]%12(C(=O)O[C@]1([...,True,2662.9,16.0,61.0,0.0,32.0,66.0,22.0,No,0.492,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 2662.9 > 800 (+30); Many rings: 16 ≥ 5 (+20); Very high oxygen: 61 ≥ 12 (+20),
374,O=C(O[C@@]%13([H])C([H])([H])[C@]%12(C(=O)O[C@]1([...,True,2320.5,15.0,54.0,0.0,29.0,59.0,20.0,No,0.505,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 2320.5 > 800 (+30); Many rings: 15 ≥ 5 (+20); Very high oxygen: 54 ≥ 12 (+20),
375,O=C(O[C@@]%12([H])C([H])([H])[C@]%11(C(=O)O[C@]1([...,True,1860.0,13.0,43.0,0.0,24.0,49.0,16.0,No,0.500,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1860.0 > 800 (+30); Many rings: 13 ≥ 5 (+20); Very high oxygen: 43 ≥ 12 (+20),
376,[H]C1([H])[C@]([H])(O[H])C([H])([H])[C@]2([H])[C@]...,True,730.9,6.0,13.0,0.0,8.0,20.0,4.0,Yes,0.342,140.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 730.9 > 600 (+20); Many rings: 6 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
377,[H]C1([H])[C@]([H])(O[H])C([H])([H])[C@]2([H])[C@]...,True,716.9,6.0,13.0,0.0,9.0,20.0,4.0,Yes,0.351,140.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 716.9 > 600 (+20); Many rings: 6 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
378,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,897.1,9.0,16.0,0.0,7.0,26.0,8.0,No,0.340,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 897.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
379,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,909.1,9.0,16.0,0.0,7.0,26.0,8.0,No,0.333,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 909.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
380,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,True,912.1,9.0,16.0,1.0,7.0,26.0,8.0,No,0.340,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 912.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
381,O=C(N([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]8...,True,954.2,9.0,17.0,1.0,7.0,26.0,8.0,No,0.347,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 954.2 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
382,O=C(N([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]8...,True,1008.1,9.0,17.0,1.0,7.0,26.0,8.0,No,0.347,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1008.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
383,O=C(N([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]8...,True,1016.2,10.0,17.0,1.0,7.0,26.0,8.0,No,0.315,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1016.2 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
384,O=C(N([H])C([H])([H])C([H])([H])OC([H])([H])[C@@]8...,True,1006.2,9.0,17.0,1.0,7.0,26.0,8.0,No,0.321,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1006.2 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
