Index,SMILES,MW,Rings,Oxygen,Nitrogen,Score,Classification
405,O=C(OC([H])([H])C2=c3c(=C1C([H])=C([H])C([H])=C([H...,1090.3,12.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
406,O=[S](=O)(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(...,1101.4,11.0,17.0,2.0,115.0,HIGH_CONFIDENCE_SAPONIN
407,N#N=NC([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O...,938.1,9.0,16.0,3.0,105.0,HIGH_CONFIDENCE_SAPONIN
408,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,912.1,9.0,16.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
409,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,954.2,9.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
410,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,1008.1,9.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
411,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,1016.7,9.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
412,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,1006.2,9.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
413,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,1078.4,9.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
414,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,1016.2,10.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
415,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,1046.3,10.0,18.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
417,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,1142.1,10.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
418,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,1046.3,10.0,18.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
419,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,1080.7,10.0,18.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
420,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([...,1042.3,10.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
421,O=C(OC([H])([H])C2=c3c(=C1C([H])=C([H])C([H])=C([H...,1134.4,12.0,18.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
422,O=[S](=O)(c1c2c(c([H])c([H])c1[H])c(c([H])c([H])c2...,1145.4,11.0,18.0,2.0,115.0,HIGH_CONFIDENCE_SAPONIN
423,O=C(OC([H])([H])[C@]9([H])O[C@@]([H])(O[C@]8([H])[...,939.1,9.0,18.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
424,[H]C4([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([...,722.9,8.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
425,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,722.9,8.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
426,O=C(O[C@]8([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@...,765.0,8.0,13.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
427,[H]C4([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([...,722.9,8.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
428,O=C(O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@...,911.1,9.0,17.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
429,O=C(O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@...,939.1,9.0,17.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
430,O=C(O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@...,967.2,9.0,17.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
431,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,869.1,9.0,16.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
432,[H][C@]1(O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H]...,855.0,9.0,16.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
433,O=C(O[H])[C@@]56C([H])([H])C([H])([H])[C@@]4(/C(=C...,634.9,6.0,9.0,0.0,120.0,HIGH_CONFIDENCE_SAPONIN
434,O=C(O[H])[C@@]56C([H])([H])C([H])([H])[C@@]4(/C(=C...,604.8,6.0,8.0,0.0,120.0,HIGH_CONFIDENCE_SAPONIN
435,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,751.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
436,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,735.0,7.0,11.0,0.0,120.0,HIGH_CONFIDENCE_SAPONIN
437,O=C(O[H])[C@@]78C([H])([H])C([H])([H])[C@@]6(/C(=C...,913.1,8.0,17.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
438,O=C(O[H])[C@@]78C([H])([H])C([H])([H])[C@@]6(/C(=C...,897.1,8.0,16.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
439,O=C(O[C@]1([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H]...,749.0,7.0,11.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
440,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@]5([C@@]4...,735.0,7.0,11.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
441,[H]C8([H])[C@@]([H])(O[C@@]7([H])C([H])([H])O[C@@]...,881.1,8.0,15.0,0.0,150.0,HIGH_CONFIDENCE_SAPONIN
442,O=C(O[H])[C@@]56C([H])([H])C([H])([H])[C@@]4(/C(=C...,604.8,6.0,8.0,0.0,120.0,HIGH_CONFIDENCE_SAPONIN
443,O=C(OC([H])([H])[H])[C@@]56C([H])([H])C([H])([H])[...,618.9,6.0,8.0,0.0,115.0,HIGH_CONFIDENCE_SAPONIN
444,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,751.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
445,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,765.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
446,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,751.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
447,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,765.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
448,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,751.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
449,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,765.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
450,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,736.9,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
451,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,751.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
452,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,751.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
453,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,736.9,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
454,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,751.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
455,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,736.9,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
456,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,751.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
457,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,781.0,7.0,13.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
458,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,767.0,7.0,13.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
459,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,781.0,7.0,13.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
460,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,767.0,7.0,13.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
461,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,781.0,7.0,13.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
462,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,797.0,7.0,14.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
463,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,811.0,7.0,14.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
464,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,797.0,7.0,14.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
465,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,811.0,7.0,14.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
466,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,797.0,7.0,14.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
467,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,811.0,7.0,14.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
468,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,811.0,7.0,14.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
469,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,811.0,7.0,14.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
470,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H]...,1225.3,10.0,28.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
471,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H]...,1387.5,11.0,33.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
472,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H]...,1255.4,10.0,29.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
473,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H]...,1387.5,11.0,33.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
474,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H]...,1549.6,12.0,38.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
475,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H]...,1417.5,11.0,34.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
476,O=C(O[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C...,827.0,7.0,16.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
477,O=C(On2nnc1c([H])c([H])c([H])c([H])c12)[C@@]89C([H...,944.1,9.0,16.0,3.0,105.0,HIGH_CONFIDENCE_SAPONIN
478,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@...,868.1,7.0,15.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
479,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,882.1,7.0,15.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
480,O=C(N([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[...,916.1,8.0,15.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
481,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c([H...,930.1,8.0,15.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
482,O=C(N([H])C([H])([H])c1c([Cl])c([H])c([H])c([H])c1...,950.6,8.0,15.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
483,O=C(N([H])C([H])([H])c1c([H])c([H])c([F])c([H])c1[...,934.1,8.0,15.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
484,O=C(N([H])C([H])([H])c1c([H])c([H])c(OC([H])([H])[...,946.1,8.0,16.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
485,[H][C@@]23C([H])([H])C([H])=C1C([H])([H])[C@@]([H]...,560.8,5.0,7.0,0.0,100.0,HIGH_CONFIDENCE_SAPONIN
486,[H][C@@]23C([H])([H])C([H])=C1C([H])([H])[C@@]([H]...,562.8,5.0,7.0,0.0,105.0,HIGH_CONFIDENCE_SAPONIN
487,[H][C@@]23C([H])([H])C([H])([H])[C@]1([H])C([H])([...,610.9,5.0,8.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
488,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,881.2,8.0,14.0,0.0,150.0,HIGH_CONFIDENCE_SAPONIN
489,[H]C4([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([...,909.2,9.0,15.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
490,O=C8O[C@]9([H])[C@]7([H])[C@@]6([H])[C@@]([C@@]5(C...,911.1,9.0,16.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
491,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1543.6,12.0,37.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
492,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1585.7,12.0,38.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
493,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1675.7,13.0,41.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
494,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1717.8,13.0,42.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
495,[H][C@]8%13/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5(...,1705.8,13.0,42.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
496,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1585.7,12.0,38.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
497,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1527.6,12.0,36.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
498,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1569.7,12.0,37.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
499,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1659.7,13.0,40.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
500,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1701.8,13.0,41.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
501,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1497.6,12.0,35.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
502,[H][C@]6%11/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3(...,1449.5,11.0,33.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
503,[H][C@]6%11/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3(...,1465.5,11.0,34.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
504,[H][C@]45C([H])([H])[C@@]([H])(O[C@]2([H])O[C@@]([...,1081.2,10.0,24.0,0.0,150.0,HIGH_CONFIDENCE_SAPONIN
505,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C...,1263.4,9.0,28.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
506,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C...,1233.4,9.0,27.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
507,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C...,1249.4,9.0,27.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
508,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C...,1263.4,9.0,28.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
509,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C...,1233.4,9.0,27.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
510,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C...,1249.4,9.0,27.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
511,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1599.7,12.0,37.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
512,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1732.9,12.0,40.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
513,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1795.1,12.0,36.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
514,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1701.8,13.0,40.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
515,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1813.0,13.0,39.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
516,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1835.0,13.0,43.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
517,[H]C5([H])[C@]([H])(O[C@]4([H])O[C@@]([H])([C@]([H...,1035.2,10.0,22.0,0.0,150.0,HIGH_CONFIDENCE_SAPONIN
518,[H][C@]67/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C...,797.0,7.0,14.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
519,[H][C@]67/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C...,813.0,7.0,15.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
520,[H][C@]67/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C...,811.0,7.0,15.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
521,[H][C@]67/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C...,811.0,7.0,15.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
522,[H][C@]67/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C...,827.0,7.0,16.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
523,[H][C@]67/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C...,825.0,7.0,15.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
524,[H][C@]56/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C...,648.8,6.0,10.0,0.0,120.0,HIGH_CONFIDENCE_SAPONIN
525,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1692.8,13.0,38.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
526,[H][C@]8%14/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5(...,1813.9,14.0,43.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
527,[H][C@]56/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C...,632.8,6.0,9.0,0.0,120.0,HIGH_CONFIDENCE_SAPONIN
528,[H][C@]56/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C...,604.8,6.0,8.0,0.0,120.0,HIGH_CONFIDENCE_SAPONIN
529,[H][C@]67/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C...,767.0,7.0,13.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
530,O=C(N([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(...,750.0,7.0,11.0,1.0,110.0,HIGH_CONFIDENCE_SAPONIN
531,O=C(N([H])[C@@]1([H])C([H])([H])C1([H])[H])[C@@]78...,790.0,8.0,11.0,1.0,110.0,HIGH_CONFIDENCE_SAPONIN
532,O=C(N([H])C([H])([H])C([H])([H])N(C([H])([H])C([H]...,849.2,7.0,11.0,2.0,110.0,HIGH_CONFIDENCE_SAPONIN
533,O=C(N([H])C([H])([H])C([H])([H])N1C([H])([H])C([H]...,847.1,8.0,11.0,2.0,110.0,HIGH_CONFIDENCE_SAPONIN
534,O=C(N([H])c1c(O[H])c([H])c([H])c([H])c1[H])[C@@]78...,842.1,8.0,12.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
535,O=C(N1C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C...,848.1,8.0,13.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
536,O=C(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H...,891.2,8.0,13.0,2.0,115.0,HIGH_CONFIDENCE_SAPONIN
537,O=C(N([H])[C@]([H])(C(=O)O[H])C([H])([H])O[H])[C@@...,838.0,7.0,14.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
538,O=C(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H...,905.2,8.0,13.0,2.0,115.0,HIGH_CONFIDENCE_SAPONIN
539,O=C(N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H...,852.1,7.0,14.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
540,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[...,765.0,7.0,12.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
541,O=C(OC([H])([H])OC(=O)C([H])([H])[H])[C@@]67C([H])...,823.0,7.0,14.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
542,O=C(N([H])C([H])([H])C(=O)O[H])[C@@]78C([H])([H])C...,984.1,8.0,19.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
543,O=C(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H...,1067.3,9.0,19.0,2.0,115.0,HIGH_CONFIDENCE_SAPONIN
544,O=C(N([H])[C@]([H])(C(=O)O[H])C([H])([H])O[H])[C@@...,1014.2,8.0,20.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
545,O=C(N([H])C([H])([H])C(=O)N([H])C([H])([H])C(=O)O[...,1041.2,8.0,20.0,2.0,115.0,HIGH_CONFIDENCE_SAPONIN
546,O=C(N([H])c1c([H])c([H])c(c([H])c1[H])C(=O)O[H])[C...,1046.2,9.0,19.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
547,O=C(O[C@@]8([H])[C@]([H])(OC(=O)C(=C([H])C([H])([H...,1141.3,8.0,23.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
548,O=C(O[C@@]5([H])[C@]([H])(OC(=O)C(=C([H])C([H])([H...,670.9,5.0,8.0,0.0,100.0,HIGH_CONFIDENCE_SAPONIN
549,O=C(O[C@@]8([H])[C@]([H])(OC(=O)C(=C([H])C([H])([H...,1141.4,8.0,22.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
550,O=C(O[C@@]8([H])[C@]([H])(OC(=O)C([H])([H])[H])[C@...,1131.3,8.0,24.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
551,[H][C@@]1(O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(N(...,667.9,3.0,9.0,5.0,65.0,LIKELY_SAPONIN
552,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(...,470.7,0.0,4.0,4.0,-10.0,NOT_SAPONIN
553,O=C(N([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([...,737.2,0.0,4.0,6.0,-10.0,NOT_SAPONIN
554,O=C(O[H])c1c([H])c(OC([H])([H])[H])c([H])c([H])c1[...,152.1,1.0,3.0,0.0,10.0,NOT_SAPONIN
555,O=C(O[H])c1c([H])c(OC([H])([H])C([H])([H])[H])c([H...,166.2,1.0,3.0,0.0,10.0,NOT_SAPONIN
556,[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(c1...,190.2,2.0,1.0,4.0,-30.0,NOT_SAPONIN
557,[H]c2c([H])c(Oc1c([H])c([H])c([H])c([H])c1[H])c([H...,238.2,3.0,1.0,4.0,-25.0,NOT_SAPONIN
558,[H]c1c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(c...,206.2,2.0,2.0,4.0,-20.0,NOT_SAPONIN
559,[Cl]c1c([Cl])c([H])c([H])c(c1[H])c2nn([H])nn2,215.0,2.0,0.0,4.0,-30.0,NOT_SAPONIN
560,[H]c1c(O[H])c(OC([H])([H])[H])c([H])c(c1[H])c2nn([...,192.2,2.0,2.0,4.0,-20.0,NOT_SAPONIN
561,[H]c1c3c(c(c([H])c1[H])c2nn([H])nn2)c([H])c([H])c(...,196.2,3.0,0.0,4.0,-25.0,NOT_SAPONIN
562,O=C(O[H])C([H])=C([H])c2c([H])c(Oc1c([H])c([H])c([...,240.3,2.0,3.0,0.0,10.0,NOT_SAPONIN
563,[Cl]c1c([Cl])c([H])c([H])c(c1[H])C([H])=C([H])C(=O...,217.1,1.0,2.0,0.0,10.0,NOT_SAPONIN
564,O=C(O[H])C([H])=C([H])c1c(OC([H])([H])[H])c(OC([H]...,208.2,1.0,4.0,0.0,10.0,NOT_SAPONIN
565,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c(O[...,279.4,1.0,3.0,1.0,0.0,NOT_SAPONIN
566,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c(O[...,363.5,1.0,3.0,1.0,-10.0,NOT_SAPONIN
567,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c(O[...,391.6,1.0,3.0,1.0,-10.0,NOT_SAPONIN
573,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])...,412.5,2.0,4.0,2.0,0.0,NOT_SAPONIN
574,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])...,418.6,2.0,4.0,2.0,0.0,NOT_SAPONIN
575,O=C(N1C(=O)C(C(=O)C1([H])[H])=C(O[H])C([H])([H])[H...,293.4,1.0,4.0,1.0,0.0,NOT_SAPONIN
576,O=C(N(C([H])([H])[C@@]1([H])O[C@]([H])(OC([H])([H]...,651.8,2.0,12.0,1.0,85.0,HIGH_CONFIDENCE_SAPONIN
577,O=C(N(C([H])([H])[C@@]1([H])O[C@]([H])(OC([H])([H]...,693.9,2.0,13.0,1.0,85.0,HIGH_CONFIDENCE_SAPONIN
578,O=C(N(C([H])([H])[C@@]1([H])O[C@]([H])(OC([H])([H]...,750.0,2.0,13.0,1.0,85.0,HIGH_CONFIDENCE_SAPONIN
