#Name,LogHD50,Co-solvent,SMILES,Reference
W0633,1.644,,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]2([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[C@@]3([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]3([H])O[H])C([H])([H])O[H])C([H])([H])C4([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([C@]6(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]7(C(=O)O[C@@]8([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]%11([H])O[C@@]([H])([C@@]([H])(O[C@@]9([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]9([H])O[H])[C@]([H])(O[C@@]%10([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@]%10([H])O[H])C([H])([H])O[H])[C@]%11([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%12([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiproliferative quillaic acid and gypsogenin saponins from Saponaria officinalis L. roots, Lu Y, Van D, Deibert L, Bishop G, Balsevich J., Phytochemistry. 2015 May;113:108-120."
W0634,2.131,,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]2([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[C@@]3([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]3([H])O[H])C([H])([H])O[H])C([H])([H])C4([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([C@]6(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]7(C(=O)O[C@@]8([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]%11([H])O[C@@]([H])([C@@]([H])(O[C@@]9([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]9([H])O[H])[C@]([H])(O[C@@]%10([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@]%10([H])O[H])C([H])([H])OC(=O)C([H])([H])[H])[C@]%11([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%12([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiproliferative quillaic acid and gypsogenin saponins from Saponaria officinalis L. roots, Lu Y, Van D, Deibert L, Bishop G, Balsevich J., Phytochemistry. 2015 May;113:108-120."
W0635,1.608,,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]2([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[C@@]3([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]3([H])O[H])C([H])([H])O[H])C([H])([H])C4([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([C@]6(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]7(C(=O)O[C@@]8([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]%12([H])O[C@@]([H])([C@@]([H])(O[C@@]%10([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[C@@]9([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]9([H])O[H])[C@]%10([H])O[H])[C@]([H])(O[C@@]%11([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@]%11([H])O[H])C([H])([H])O[H])[C@]%12([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%13([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiproliferative quillaic acid and gypsogenin saponins from Saponaria officinalis L. roots, Lu Y, Van D, Deibert L, Bishop G, Balsevich J., Phytochemistry. 2015 May;113:108-120."
W0636,1.979,,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]2([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[C@@]3([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]3([H])O[H])C([H])([H])O[H])C([H])([H])C4([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([C@]6(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]7(C(=O)O[C@@]8([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]%12([H])O[C@@]([H])([C@@]([H])(O[C@@]%10([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[C@@]9([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]9([H])O[H])[C@]%10([H])O[H])[C@]([H])(O[C@@]%11([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@]%11([H])O[H])C([H])([H])OC(=O)C([H])([H])[H])[C@]%12([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%13([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiproliferative quillaic acid and gypsogenin saponins from Saponaria officinalis L. roots, Lu Y, Van D, Deibert L, Bishop G, Balsevich J., Phytochemistry. 2015 May;113:108-120."
W0637,1.33,,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]2([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[C@@]3([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]3([H])O[H])C([H])([H])O[H])C([H])([H])C4([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([C@]6(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]7(C(=O)O[C@@]8([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]%11([H])O[C@@]([H])([C@@]([H])(O[C@@]%10([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[C@@]9([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]9([H])O[H])[C@]%10([H])O[H])[C@]([H])(O[H])[C@]%11([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%12([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiproliferative quillaic acid and gypsogenin saponins from Saponaria officinalis L. roots, Lu Y, Van D, Deibert L, Bishop G, Balsevich J., Phytochemistry. 2015 May;113:108-120."
W0638,1.14,,[H][C@]6%11/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]1([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[C@@]2([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]2([H])O[H])C([H])([H])O[H])C([H])([H])C3([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4([C@]5(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]6(C(=O)O[C@@]8([H])O[C@]([H])([C@@]([H])(OC(=O)C([H])([H])[H])[C@@]([H])(O[C@]7([H])O[C@@]([H])([C@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])OC(=O)C([H])([H])[H])[C@]8([H])O[C@@]%10([H])O[C@@]([H])([C@@]([H])(O[C@@]9([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]9([H])O[H])[C@]([H])(O[H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%11([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiproliferative quillaic acid and gypsogenin saponins from Saponaria officinalis L. roots, Lu Y, Van D, Deibert L, Bishop G, Balsevich J., Phytochemistry. 2015 May;113:108-120."
W0639,1.207,,[H][C@]6%11/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]1([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[C@@]2([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]2([H])O[H])C([H])([H])O[H])C([H])([H])C3([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4([C@]5(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]6(C(=O)O[C@@]8([H])O[C@]([H])([C@@]([H])(OC(=O)C([H])([H])[H])[C@@]([H])(O[C@]7([H])O[C@@]([H])([C@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])OC(=O)C([H])([H])[H])[C@]8([H])O[C@@]%10([H])O[C@@]([H])([C@@]([H])(O[C@@]9([H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]9([H])O[H])[C@]([H])(O[H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%11([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiproliferative quillaic acid and gypsogenin saponins from Saponaria officinalis L. roots, Lu Y, Van D, Deibert L, Bishop G, Balsevich J., Phytochemistry. 2015 May;113:108-120."
W0640,0.778,,[H][C@]45C([H])([H])[C@@]([H])(O[C@]2([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])C([H])([H])O[H])[C@@]2([H])O[C@]3([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])C([H])([H])O[H])C([H])([H])O[H])C([H])([H])C([H])([H])[C@@]4([C@]7([H])[C@@]([H])(C([H])([H])[C@@]5([H])O[C@]6([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]6([H])O[H])C([H])([H])O[H])[C@]%10([H])[C@](C([H])([H])C7([H])[H])([C@]9([H])[C@@]([H])(O[C@@]8(OC([H])([H])[C@@]([H])(C([H])([H])C8([H])[H])C([H])([H])[H])[C@@]9([H])C([H])([H])[H])C%10([H])[H])C([H])([H])[H])C([H])([H])[H],"A new steroidal saponin with antiinflammatory and antiulcerogenic properties from the bulbs of Allium ampeloprasum var. porrum, Adao CR, da Silva BP, Parente JP., Fitoterapia. 2011 Dec;82(8):1175-1180."
W0641,1.152,,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]3([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[H])C([H])([H])O[H])[C@@]3([H])O[C@@]4([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]4([H])O[H])C([H])([H])O[H])C([H])([H])C5([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]6([C@]7(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]8(C([H])([H])O[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]([H])(OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(C9([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiprotozoal and antiangiogenic saponins from Apodytes dimidiate, Foubert K, Cuyckens F, Matheeussen A, Vlietinck A, Apers S, Maes L, Pieters L., Phytochemistry. 2011 Aug;72(11-12):1414-1423."
W0642,1.072,,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]3([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]2([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[H])[C@@]3([H])O[C@@]4([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]4([H])O[H])C([H])([H])O[H])C([H])([H])C5([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]6([C@]7(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]8(C([H])([H])O[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]([H])(OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(C9([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiprotozoal and antiangiogenic saponins from Apodytes dimidiate, Foubert K, Cuyckens F, Matheeussen A, Vlietinck A, Apers S, Maes L, Pieters L., Phytochemistry. 2011 Aug;72(11-12):1414-1423."
W0643,0.505,,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C@@]([H])(C([C@@]([H])(O[C@]3([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[H])C([H])([H])O[H])[C@@]3([H])O[C@@]4([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]4([H])O[H])C([H])([H])O[H])C([H])([H])C5([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]6([C@]7(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]8(C([H])([H])O[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]([H])(OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(C9([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiprotozoal and antiangiogenic saponins from Apodytes dimidiate, Foubert K, Cuyckens F, Matheeussen A, Vlietinck A, Apers S, Maes L, Pieters L., Phytochemistry. 2011 Aug;72(11-12):1414-1423."
W0644,1.509,,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]3([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[H])C([H])([H])O[H])[C@@]3([H])O[C@@]4([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]4([H])O[H])C([H])([H])O[H])C([H])([H])C5([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]6([C@]7(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]8(C([H])([H])OC(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(C9([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiprotozoal and antiangiogenic saponins from Apodytes dimidiate, Foubert K, Cuyckens F, Matheeussen A, Vlietinck A, Apers S, Maes L, Pieters L., Phytochemistry. 2011 Aug;72(11-12):1414-1423."
W0645,1.455,,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]3([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]2([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[H])[C@@]3([H])O[C@@]4([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]4([H])O[H])C([H])([H])O[H])C([H])([H])C5([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]6([C@]7(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]8(C([H])([H])OC(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(C9([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiprotozoal and antiangiogenic saponins from Apodytes dimidiate, Foubert K, Cuyckens F, Matheeussen A, Vlietinck A, Apers S, Maes L, Pieters L., Phytochemistry. 2011 Aug;72(11-12):1414-1423."
W0646,1.23,,[H][C@]89/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C@]([H])(C([C@@]([H])(O[C@]3([H])O[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[H])C([H])([H])O[H])[C@@]3([H])O[C@@]4([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]4([H])O[H])C([H])([H])O[H])C([H])([H])C5([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]6([C@]7(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]8(C([H])([H])OC(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(C9([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Antiprotozoal and antiangiogenic saponins from Apodytes dimidiate, Foubert K, Cuyckens F, Matheeussen A, Vlietinck A, Apers S, Maes L, Pieters L., Phytochemistry. 2011 Aug;72(11-12):1414-1423."
W0647,0.903,,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]2([H])O[C@]([H])(C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[C@@]3([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]3([H])O[H])C([H])([H])O[H])C([H])([H])C4([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([C@]6(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]7(C(=O)O[C@]8([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[H])[C@@]8([H])O[C@]%11([H])O[C@]([H])([C@]([H])(O[C@]%10([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[C@]9([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])O[H])[C@@]%10([H])O[H])[C@@]([H])(O[H])[C@@]%11([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%12([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Evaluation of novel saponins from Psammosilene tunicoides and their analogs as immunomodulators, Zhang J, Cao W, Tian J, Yue R, Li L, Guo B, Shan L, Yu B, Zhang W., Int Immunopharmacol. 2012 Sep;14(1):21-26."
W0648,1.634,,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]2([H])O[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[C@@]3([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]3([H])O[H])C([H])([H])O[H])C([H])([H])C4([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([C@]6(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]7(C(=O)O[C@]8([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[H])[C@@]8([H])O[C@]%11([H])O[C@]([H])([C@]([H])(O[C@]%10([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[C@]9([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])O[H])[C@@]%10([H])O[H])[C@@]([H])(O[H])[C@@]%11([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%12([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Evaluation of novel saponins from Psammosilene tunicoides and their analogs as immunomodulators, Zhang J, Cao W, Tian J, Yue R, Li L, Guo B, Shan L, Yu B, Zhang W., Int Immunopharmacol. 2012 Sep;14(1):21-26."
W0649,0.978,,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]2([H])O[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[C@@]3([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]3([H])O[H])C([H])([H])O[H])C([H])([H])C4([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([C@]6(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]7(C(=O)O[C@]8([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[H])[C@@]8([H])O[C@]%11([H])O[C@]([H])([C@]([H])(O[C@]%10([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[C@]9([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])O[H])[C@@]%10([H])O[H])[C@@]([H])(O[H])[C@@]%11([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%12([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Evaluation of novel saponins from Psammosilene tunicoides and their analogs as immunomodulators, Zhang J, Cao W, Tian J, Yue R, Li L, Guo B, Shan L, Yu B, Zhang W., Int Immunopharmacol. 2012 Sep;14(1):21-26."
W0650,1.412,,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]2([H])O[C@]([H])(C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[C@@]3([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]3([H])O[H])C([H])([H])O[H])C([H])([H])C4([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([C@]6(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]7(C(=O)O[C@]8([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[H])[C@@]8([H])O[C@]%12([H])O[C@]([H])([C@]([H])(O[C@]%11([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[C@]%10([H])OC([H])([H])[C@]([H])(O[C@]9([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]9([H])O[H])[C@]([H])(O[H])[C@@]%10([H])O[H])[C@@]%11([H])O[H])[C@@]([H])(O[H])[C@@]%12([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%13([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Evaluation of novel saponins from Psammosilene tunicoides and their analogs as immunomodulators, Zhang J, Cao W, Tian J, Yue R, Li L, Guo B, Shan L, Yu B, Zhang W., Int Immunopharmacol. 2012 Sep;14(1):21-26."
W0651,0.839,,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])([C@](C(=O)[H])([C@@]([H])(O[C@]2([H])O[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@@]2([H])O[C@@]3([H])O[C@]([H])([C@@]([H])(O[H])[C@@]([H])(O[H])[C@]3([H])O[H])C([H])([H])O[H])C([H])([H])C4([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]5([C@]6(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]7(C(=O)O[C@]8([H])O[C@@]([H])([C@]([H])(O[H])[C@]([H])(O[H])[C@@]8([H])O[C@]%12([H])O[C@]([H])([C@]([H])(O[C@]%11([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[C@]%10([H])OC([H])([H])[C@]([H])(O[C@]9([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]9([H])O[H])[C@]([H])(O[H])[C@@]%10([H])O[H])[C@@]%11([H])O[H])[C@@]([H])(O[H])[C@@]%12([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(C%13([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Evaluation of novel saponins from Psammosilene tunicoides and their analogs as immunomodulators, Zhang J, Cao W, Tian J, Yue R, Li L, Guo B, Shan L, Yu B, Zhang W., Int Immunopharmacol. 2012 Sep;14(1):21-26."
